Software Name	 Version	Manufacturer
Juniper Networks Secure Application Manager	8.0.6.32195	Juniper
Juniper Networks Secure Application Manager	7.1.0.18193	Juniper
Juniper Networks Setup Client	8.0.6.48695	Juniper
Juniper Networks, Inc. Setup Client 64-bit Activex Control	2.1.1.1	Juniper
Juniper Networks, Inc. Setup Client 64-bit Activex Control	2.1.1.1	
Juniper Networks, Inc. Setup Client Activex Control	2.1.1.1	Juniper
Juniper Networks, Inc. Setup Client Activex Control	2.1.1.1	
Junos Space	21.1	Juniper
KeePass	2.3	KeePass
Kensington Display Adapter	5.2.22663.0	Kensington Display Adapter
Kensington Universal Multi-Display Adapter	5.2	
Key Control	4.0.14	Key Control
KeyBlaze Typing Tutor	2.16	KeyBlaze Typing Tutor
Keyspan USB Serial Adapter	3.7.2	Keyspan USB Serial Adapter
Kits Configuration Installer	8.100.25984	Microsoft
Kiwi Log Viewer 2.1.0 	2.1.0 	http://www.kiwisyslog.com
Kiwi Log Viewer 2.1.0 	2.1.0 	Kiwi Log Viewer
Kiwi Log Viewer 2.1.0 	2.1.0 	
Kiwi Syslog Server 9.3.2  (Service Edition)	9.3.2  (Service Edition)	http://www.kiwisyslog.com
Kiwi Syslog Server 9.3.2  (Service Edition)	9.3.2  (Service Edition)	
Kiwi Syslog Server 9.3.2  (Service Edition)	9.3.2  (Service Edition)	Kiwi
Knowledge Xpert	10.0.0.0	Knowledge Xpert
KODAK i1405/i1410/i1420/i1440 Scanner	3.9	KODAK
KODAK i2400/i2600/i2800 Scanner	2.6	KODAK
KODAK i24x0/i26x0/i28x0 Scanner	4.15	KODAK
KODAK i2900 Scanner	3	KODAK
Kofax TWAIN Data Source	N/A	Kofax TWAIN Data Source
Kofax VRS	5.00.644	Kofax VRS
Kofax VRS	5.00.733	Kofax VRS
Kofax VRS	5.1.0284	Kofax VRS
Kofax VRS Update 2 for 4.10	4.1	Kofax VRS Update 2 for
KONICA MINOLTA C554_C364Series(PS_PCL_FAX)	364	KONICA MINOLTA
KONICA MINOLTA PageScope Net Care Device Manager	3.2.02060	KONICA MINOLTA
KONICA MINOLTA PageScope Net Care Device Manager	3.2.02060	KONICA MINOLTA
KONICA MINOLTA PageScope Net Care Device Manager	3.2.02060	
L SCAN Essentials (x64) SDK 7.2.3.30	7.2.3.30	L SCAN Essentials (x64) SDK
LaserNet Fines Commercial Software	4.27.0.16	
LBAI	1.0.0.8	LBAI
Leica Geosystems XPro SGM 6.1	6.1	Leica Geosystems XPro SGM
Lenovo Patch Utility	1.00.0000	Lenovo Patch Utility
Lenovo Patch Utility 64 bit	1.20.0001	Lenovo Patch Utility 64 bit
Lenovo Power Management Driver	1.67.09.03	
Lenovo Solution Center	2.8.005.00	Lenovo Solution Center
Lenovo System Update	5.07.0065	Lenovo System Update
Lenovo System Update	5.07.0019	Lenovo System Update
LexisNexis CaseMap 10	10.10.75.02	LexisNexis CaseMap
LexisNexis CaseMap 8	8.50.407.01	LexisNexis CaseMap
LexisNexis TimeMap 4	4.10.14.0	LexisNexis TimeMap
LexisNexis┬« CD on Folio┬« 4	2	LexisNexis┬« CD on Folio
Lexmark 2600 Series	2600	Lexmark
Lexmark CX510 Series Uninstaller	510	Lexmark
Lexmark MS510 Series Uninstaller	510	Lexmark
Lexmark Software Uninstall	N/A	Lexmark
Lexmark Universal v2 Uninstaller	2	Lexmark
Lexmark X740 Series Uninstaller	740	Lexmark
Lightroom 5.2	5.2	Lightroom
LightScribe System Software	1.18.14.1	LightScribe System Software
LightScribe Template Labeler	1.18.5.1	LightScribe Template Labeler
Livescan Management Software (LSMS)	8.x	Cross Match Technologies
LiveUpdate 3.3 (Symantec Corporation)	3.3.100.15	Symantec
LiveUpdate 3.3 (Symantec Corporation)	3.3.100.15	Symantec
LiveUpdate 3.3 (Symantec Corporation)	3.3.100.15	Symantec
LJDXPHelperUI	060.048.005	
Local Administrator Password Solution	6.2.0.0	
Local Administrator Password Solution	6.2.0.0	
Log Parser 2.2	2.2.10	Microsoft Corporation
Log Parser 2.2	2.2.10	Log Parser
Log Parser 2.2	2.2.10	
LogicAndSemanticCCInstall	1.2.000.0017	LogicAndSemanticCCInstall
Logitech Gaming Software 8.83	8.83.85	Logitech
Logitech LCD Manager	3.06.109	Logitech
Logitech Vid	1.10.1009	Logitech
Logitech Webcam Software	2.51	Logitech
Logitech Webcam Software	2.8	Logitech
Logitech Webcam Software	2.31	Logitech
Logitech Webcam Software	12.10.1113	Logitech
Logitech Webcam Software	2.31	Logitech
Logitech Webcam Software	2.8	Logitech
Logitech Webcam Software Driver Package	12.10.1110	Logitech
LPT Lot 13.3	13.3	LPT Lot
LSI HDA Modem	2.2.100	LSI HDA Modem
LSI HDA Modem	2.1.94	LSI HDA Modem
LTAS_C024	1	LTAS_C
LTAS_C024	1	LTAS_C
LTAS_C024	1	LTAS_C
Lumidigm Device Service Packages Deployment v5.10.32	5.10.32	
Lumidigm Device Service Win 7/8 v5.10.32	5.10.32	
Lumidigm Drivers V31X M31X Win7 64-bit v5.10.32	5.10.32	
LumidigmSDKSystemFolder v5.10.32	5.10.32	
LWS Facebook	13.31.1038.0	
LWS Gallery	13.31.1038.0	
LWS Help_main	13.31.1044.0	
LWS Launcher	13.31.1038.0	
LWS Motion Detection	13.30.1395.0	
LWS Pictures And Video	13.31.1038.0	
LWS Twitter	13.30.1346.0	
LWS Video Mask Maker	13.30.1379.0	
LWS Webcam Software	13.31.1038.0	
LWS Webcam Software	13.51.815.0	
LWS WLM Plugin	1.30.1201.0	
LWS YouTube Plugin	13.31.1038.0	
M4B Help Files for MARK IV-B Forecaster Application	12.00.0011	
m88ietm	1	
Magic ISO Maker v5.5 (build 0273)	273	
Magicard Printer Driver	2.0.26.0	
Maintenance Samsung CLP-620 Series	-620	
Mapping and Charting Solutions 10.3.1 for Desktop	10.3.4523	
MapTiler 7.1	7.1	
MariaDB Enterprise	10.x	MariaDB Corp.
MARK IV-B Forecaster Application	12.00.0011	
MARK IV-B Forecaster Application	12.00.0013	
MARK IV-B Forecaster Application Help Files	12.00.0013	
Mark IVB PC Applications	11.10.0305	
Markvision Enterprise	3.x	Lexmark
Math Kernel Libraries (64-bit)	15.0.6	
Math Kernel Libraries (64-bit)	14.0.6	
Math Kernel Libraries (64-bit)	13.0.13	
Matrox Graphics Software (remove only)	N/A	
Matrox M-Series WDDM Driver	-	
Matrox PowerDesk	1.14.0183.0508 4.02 (M-Series)	Matrox PowerDesk
Maxx Audio Installer (x64)	2.7.9177.0	
McAfee Agent	5.0.6.491	McAfee  Inc.
McAfee Data Exchange Layer	4.0.454.0	McAfee  Inc.
McAfee DLP Agent	9.1.2.1	McAfee  Inc.
McAfee DLP Endpoint	10.0.350.12	McAfee  Inc.
McAfee Endpoint Security Adaptive Threat Protection	10.5.2	McAfee  Inc.
McAfee Endpoint Security Adaptive Threat Protection	10.5.3	McAfee  Inc.
McAfee Endpoint Security Platform	10.5.2	McAfee  Inc.
McAfee Endpoint Security Platform	10.5.3	McAfee  Inc.
McAfee Endpoint Security Platform	10.5.2	McAfee  Inc.
McAfee Endpoint Security Threat Prevention	10.5.3	McAfee  Inc.
McAfee Endpoint Security Threat Prevention	10.5.2	McAfee  Inc.
McAfee Endpoint Security Web Control	10.5.3	McAfee  Inc.
McAfee Endpoint Security Web Control	10.5.2	McAfee  Inc.
McAfee Host Intrusion Prevention	8.00.1000	McAfee  Inc.
McAfee Policy Auditor Agent	6.3.0.194	McAfee  Inc.
McAfee RSD Sensor	5.0.5.120	McAfee  Inc.
McAfee VirusScan Enterprise	8.8.011000	McAfee  Inc.
MCT	4.0.2.14	MCT
MDOP MBAM	2.5.1100.0	Microsoft
MeadCo ScriptX (v7.2.0.36 (x86))	7.2.0	MeadCo ScriptX (v7.2.0.36 (x
MeadCo ScriptX Client Resource Kit (7.4.0.8)	7.4.0	
Medical Planner's Toolkit (MPTk)	1.x	Naval Health Research Center
Meeting Room Manager 8	8.2.0	Meeting Room Manager
Message Center Plus	3.3.0004.00	Message Center Plus
Metalogix	9.x	Quest
Microsoft .NET Framework 1.1	1.1.4322	Microsoft
Microsoft .NET Framework 1.1	1.1	Microsoft
Microsoft .NET Framework 4 Multi-Targeting Pack	4.0.30319	Microsoft
Microsoft .NET Framework 4 Multi-Targeting Pack	4.0.30319	Microsoft
Microsoft .NET Framework 4 Multi-Targeting Pack	4.0.30319	Microsoft
Microsoft .NET Framework 4.5 Multi-Targeting Pack	4.5.50710	Microsoft
Microsoft .NET Framework 4.5 Multi-Targeting Pack	4.5.50710	Microsoft
Microsoft .NET Framework 4.5 Multi-Targeting Pack	4.5.50709	Microsoft
Microsoft .NET Framework 4.5 SDK	4.5.50709	Microsoft
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack	4.5.50932	Microsoft
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack	4.5.50932	Microsoft
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack (ENU)	4.5.50932	Microsoft
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack (ENU)	4.5.50932	Microsoft
Microsoft .NET Framework 4.5.1 SDK	4.5.51641	Microsoft
Microsoft .NET Framework 4.5.1 SDK	4.5.51641	Microsoft
Microsoft .NET Framework 4.5.2	4.5.51209	Microsoft
Microsoft .NET Framework 4.5.2	4.5.51209	Microsoft
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack	4.5.51209	Microsoft
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack	4.5.51651	Microsoft
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack (ENU)	4.5.51209	Microsoft
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack (ENU)	4.5.51209	Microsoft
Microsoft .NET Framework 4.6 SDK	4.6.00081	Microsoft
Microsoft .NET Framework 4.6 Targeting Pack	4.6.00081	Microsoft
Microsoft .NET Framework 4.6 Targeting Pack (ENU)	4.6.00127	Microsoft
Microsoft .NET Framework 4.6.1	4.6.01055	Microsoft
Microsoft .NET Framework 4.6.1	4.6.01055	Microsoft
Microsoft .NET Framework 4.6.1	4.6.01055	Microsoft
Microsoft .NET Framework 4.6.1 SDK	4.6.01055	Microsoft
Microsoft .NET Framework 4.6.1 Targeting Pack	4.6.01055	Microsoft
Microsoft .NET Framework 4.6.1 Targeting Pack (ENU)	4.6.01055	Microsoft
Microsoft .NET Framework 4.7	4.7.02053	Microsoft
Microsoft .NET Framework 4.7	4.7.02053	Microsoft
Microsoft .NET Framework 4.7	4.7.02053	Microsoft
Microsoft .NET Framework 4.7.1	4.7.02558	Microsoft
Microsoft .NET Framework 4.7.1	4.7.02558	Microsoft
Microsoft .NET Framework 4.7.1	4.7.02558	Microsoft
Microsoft .NET Framework 4.7.2	4.7.03062	Microsoft
Microsoft .NET Version Manager (x64) 1.0.0-beta5	1.0.10609.0	Microsoft
Microsoft 2010 Server Language Pack Service Pack 1 (SP1)		Microsoft
Microsoft Access database engine 2010 (English)	14.0.4763.1000	Microsoft
Microsoft Access database engine 2010 (English)	14.0.6029.1000	Microsoft
Microsoft Access MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Access Services English Language Pack	14.0.7015.1000	Microsoft
Microsoft Access Services Server	14.0.7015.1000	Microsoft
Microsoft Access Setup Metadata MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Analysis Services OLE DB Provider	14.0.1000.397	Microsoft
Microsoft Application Error Reporting	12.0.6015.5000	Microsoft
Microsoft Application Error Reporting	12.0.6012.5000	Microsoft
Microsoft ASP.NET 2.0 AJAX Extensions 1.0	1.0.61025	Microsoft
Microsoft ASP.NET 2.0 AJAX Extensions 1.0	1.0.61025	Microsoft
Microsoft ASP.NET 2.0 AJAX Extensions 1.0	1.0.61025	Microsoft
Microsoft ASP.NET MVC 2	2.0.60926.0	Microsoft
Microsoft ASP.NET MVC 2 - Visual Studio 2010 Tools	2.0.50217.0	Microsoft
Microsoft ASP.NET MVC 4 Runtime	4.0.40804.0	Microsoft
Microsoft Azure Copy	10.x	Microsoft
Microsoft Baseline Configuration Analyzer 2.0	2.0.208.0	Microsoft
Microsoft Baseline Configuration Analyzer 2.0	2.0.208.0	Microsoft
Microsoft Baseline Configuration Analyzer 2.0	2.0.208.0	Microsoft
Microsoft BitLocker Administration and Monitoring	2.5.1135.0	Microsoft
Microsoft BitLocker Administration and Monitoring	2.5.1100.0	Microsoft
Microsoft BitLocker Administration and Monitoring	2.5.1100.0	Microsoft
Microsoft BitLocker Administration and Monitoring	2.5.1100.0	Microsoft
Microsoft BitLocker Administration and Monitoring 2.5 Update 1(KB4018510)	2.5.1135.0	Microsoft
Microsoft Build Tools 14.0 (amd64)	14.0.23107	Microsoft
Microsoft Build Tools 14.0 (x86)	14.0.23107	Microsoft
Microsoft Build Tools Language Resources 14.0 (amd64)	14.0.23107	Microsoft
Microsoft Build Tools Language Resources 14.0 (x86)	14.0.23107	Microsoft
Microsoft CAPICOM 2.1.0.2 SDK	2.1.0.2	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.0.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.0.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.0.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170)	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170)	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170)	3.5.30730.0	Microsoft
Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170)	3.5.30730.0	Microsoft
Microsoft Command Line Utilities 11 for SQL Server	11.0.2270.0	Microsoft
Microsoft Conferencing Add-in for Microsoft Office Outlook	8.0.6362.281	Microsoft
Microsoft Conferencing Add-in for Microsoft Office Outlook	8.0.6362.264	Microsoft
Microsoft Conferencing Add-in for Microsoft Office Outlook	8.0.6362.191	Microsoft
Microsoft Conferencing Add-in for Microsoft Office Outlook	8.0.6362.281	Microsoft
Microsoft DCF MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Deployment Toolkit (6.3.8443.1000)	6.3.8443.1000	Microsoft
Microsoft Document Lifecycle Components	14.0.7015.1000	Microsoft
Microsoft Document Lifecycle Components English Language Pack	14.0.7015.1000	Microsoft
Microsoft Edge Browser (Chromium engine)		Microsoft
Microsoft Excel Mobile Viewer Components	14.0.7015.1000	Microsoft
Microsoft Excel MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Excel Services Components	14.0.7015.1000	Microsoft
Microsoft Excel Services English Language Pack	14.0.7015.1000	Microsoft
Microsoft Excel Web App English Language Pack	14.0.7015.1000	Microsoft
Microsoft File Server Migration Toolkit	1.2.0555.0	Microsoft
Microsoft File Server Migration Toolkit	1.2.0555.0	Microsoft
Microsoft File Server Migration Toolkit	1.2.0555.0	Microsoft
Microsoft Filter Pack 2.0	14.0.7015.1000	Microsoft
Microsoft Filter Pack 2.0	14.0.7015.1000	Microsoft
Microsoft Filter Pack 2.0	14.0.7015.1000	Microsoft
Microsoft Groove MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Help Viewer 1.1	1.1.40219	Microsoft
Microsoft Help Viewer 1.1	1.1.40219	Microsoft
Microsoft Help Viewer 1.1	1.1.40219	Microsoft
Microsoft Help Viewer 1.1	1.1.40219	Microsoft
Microsoft Help Viewer 2.0	2.0.50727	Microsoft
Microsoft Help Viewer 2.2	2.2.23107	Microsoft
Microsoft Help Viewer 2.2	2.2.25420	Microsoft
Microsoft InfoPath Form Services English Language Pack	14.0.7015.1000	Microsoft
Microsoft InfoPath Forms Services	14.0.7015.1000	Microsoft
Microsoft InfoPath MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft LifeCam	3.60.253.0	Microsoft
Microsoft Local Administrator Password Solution (LAPS)	1.x	Microsoft
Microsoft Lync 2013	15.0.4569.1506	Microsoft
Microsoft Lync 2013	15.0.4569.1506	Microsoft
Microsoft Lync MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Lync Web App Plug-in	15.8.8308.920	Microsoft
Microsoft Lync Web App Plug-in	15.8.8308.965	Microsoft
Microsoft Lync Web App Plug-in	15.8.8308.726	Microsoft
Microsoft Lync Web App Plug-in	15.8.8308.815	Microsoft
Microsoft Lync Web App Plug-in	15.8.8308.872	Microsoft
Microsoft Monitoring Agent	7.1.10184.0	Microsoft
Microsoft Monitoring Agent	7.1.10184.0	Microsoft
Microsoft Monitoring Agent	7.1.10184.0	Microsoft
Microsoft Mouse and Keyboard Center	2.3.188.0	Microsoft
Microsoft Mouse and Keyboard Center	3.0.337.0	Microsoft
Microsoft NetBanner	2.1.161	Microsoft
Microsoft NetBanner	2.1.161	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5589.7	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5214.6	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5000.0	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5557.0	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5557.0	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5000.0	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.1.4219.0	Microsoft
Microsoft ODBC Driver 11 for SQL Server	12.2.5000.0	Microsoft
Microsoft ODBC Driver 13 for SQL Server	14.0.1000.169	Microsoft
Microsoft Office 2003 Web Components	12.0.6213.1000	Microsoft
Microsoft Office 2003 Web Components	12.0.6213.1000	Microsoft
Microsoft Office 2003 Web Components	12.0.6213.1000	Microsoft
Microsoft Office 2007 Primary Interop Assemblies	12.0.4518.1014	Microsoft
Microsoft Office 2016	2016	Microsoft
Microsoft Office 365 Outlook Communications Evaluation (OCE) Tool		Microsoft
Microsoft Office 64-bit Components 2013	15.0.4569.1506	Microsoft
Microsoft Office Access database engine 2007 (English)	12.0.6612.1000	Microsoft
Microsoft Office Access database engine 2007 (English)	12.0.4518.1031	Microsoft
Microsoft Office Access Runtime (English) 2007	12.0.6237.1003	Microsoft
Microsoft Office Communicator 2007 R2	3.5.6907.268	Microsoft
Microsoft Office Communicator 2007 R2	3.5.6907.0	Microsoft
Microsoft Office Communicator 2007 R2	3.5.6907.268	Microsoft
Microsoft Office File Validation Add-In	14.0.5130.5003	Microsoft
Microsoft Office File Validation Add-In	14.0.5130.5003	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.281	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.191	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.264	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.202	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.281	Microsoft
Microsoft Office Live Meeting 2007	8.0.6362.191	Microsoft
Microsoft Office OSM MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office OSM UX MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Professional Plus 2013	15.0.4569.1506	Microsoft
Microsoft Office Professional Plus 2013	15.0.4569.1506	Microsoft
Microsoft Office Professional Plus 2013	15.0.4569.1506	Microsoft
Microsoft Office Project Professional 2007	12.0.6612.1000	Microsoft
Microsoft Office Proofing (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Proofing Tools 2013 - English	15.0.4569.1506	Microsoft
Microsoft Office Proofing Tools 2013 - Español	15.0.4569.1506	Microsoft
Microsoft Office Server Proof (Arabic) 2010	14.0.7015.1000	Microsoft
Microsoft Office Server Proof (English) 2010	14.0.7015.1000	Microsoft
Microsoft Office Server Proof (French) 2010	14.0.7015.1000	Microsoft
Microsoft Office Server Proof (German) 2010	14.0.7015.1000	Microsoft
Microsoft Office Server Proof (Russian) 2010	14.0.7015.1000	Microsoft
Microsoft Office Server Proof (Spanish) 2010	14.0.7015.1000	Microsoft
Microsoft Office Shared 64-bit MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Shared 64-bit Setup Metadata MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Shared MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Shared Setup Metadata MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Office Web Apps English Language Pack	14.0.7015.1000	Microsoft
Microsoft Office Web Apps Proof (English) 2010	14.0.7015.1000	Microsoft
Microsoft Office Web Apps Shared Coms English Language Pack	14.0.7015.1000	Microsoft
Microsoft OMUI English Language Pack	14.0.7015.1000	Microsoft
Microsoft OneNote MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Outlook MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Outlook Web Access S/MIME (2007)	8.3.105.0	Microsoft
Microsoft Policy Platform	68.1.1010.0	Microsoft
Microsoft Policy Platform	68.1.1006.0	Microsoft
Microsoft Policy Platform	68.1.1010.0	Microsoft
Microsoft Power BI Desktop (x64)	2.52.4921.682	Microsoft
Microsoft PowerPoint MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Primary Interoperability Assemblies 2005	8.0.50727.42	Microsoft
Microsoft Project MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft Project Professional 2013	15.0.4569.1506	Microsoft
Microsoft Project Professional 2013	15.0.4569.1506	Microsoft
Microsoft Project Professional 2016	16.0.4266.1001	Microsoft
Microsoft Project Server English Language Pack	14.0.7015.1000	Microsoft
Microsoft Project Standard 2013	15.0.4569.1506	Microsoft
Microsoft Publisher MUI (English) 2013	15.0.4569.1506	Microsoft
Microsoft redistributable runtime DLLs VS2005 SP1(x86)	8.0.50727.4053	Microsoft
Microsoft redistributable runtime DLLs VS2005 SP1(x86)	8.0.50727.4053	Microsoft
Microsoft redistributable runtime DLLs VS2008 SP1(x86)	9	Microsoft
Microsoft redistributable runtime DLLs VS2008 SP1(x86)	9	Microsoft
Microsoft redistributable runtime DLLs VS2010 SP1 (x86)	10.0.40219.1	Microsoft
Microsoft redistributable runtime DLLs VS2010 SP1 (x86)	10.0.40219.1	Microsoft
Microsoft Report Viewer 2012 Runtime	11.0.2100.60	Microsoft
Microsoft Report Viewer 2012 Runtime	11.1.3452.0	Microsoft
Microsoft Report Viewer 2012 Runtime	11.0.2100.60	Microsoft
Microsoft Report Viewer 2012 Runtime	11.1.3452.0	Microsoft
Microsoft Report Viewer 2012 Runtime	11.1.3452.0	Microsoft
Microsoft Report Viewer 2014 Runtime	12.0.2000.8	Microsoft
Microsoft Report Viewer 2014 Runtime	12.0.2000.8	Microsoft
Microsoft Report Viewer 2014 Runtime	12.0.2000.8	Microsoft
Microsoft Report Viewer Redistributable 2008		Microsoft
Microsoft Report Viewer Redistributable 2008	9.0.21022	Microsoft
Microsoft Report Viewer Redistributable 2008	2008	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971118)		Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971118)	9.0.21024	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971118)	971118	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971118)	971118	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971119)		Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971119)	9.0.30731	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971119)	971119	Microsoft
Microsoft Report Viewer Redistributable 2008 (KB971119)	971119	Microsoft
Microsoft Report Viewer Redistributable 2008 SP1		Microsoft
Microsoft Report Viewer Redistributable 2008 SP1	9.0.30729	Microsoft
Microsoft Report Viewer Redistributable 2008 SP1	1	Microsoft
Microsoft Report Viewer Redistributable 2008 SP1	1	Microsoft
Microsoft ReportViewer 2010 Redistributable - Language Pack - deu	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable - rus	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable ∞û╕∞û┤ φî⌐ - kor	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable Language Pack - ita	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable Language Pack - ptb	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable Φ¿ÇΦ¬₧πâæπââπé» - jpn	10.0.40219	Microsoft
Microsoft ReportViewer 2010 Redistributable Φ»¡Φ¿Çσîà - chs	10.0.40219	Microsoft
Microsoft ReportViewer 2010 SP1 Redistributable (KB2549864)	10.0.40220	Microsoft
Microsoft ReportViewer 2010 SP1 Redistributable (KB2549864)	10.0.40220	Microsoft
Microsoft ReportViewer 2010 σÅ»Φ╜ëµòúτÖ╝Φ¬₧Φ¿ÇσÑùΣ╗╢ - cht	10.0.40219	Microsoft
